AFORE,SIEFORE,Fecha,IRN,Ranking
  XXI-Banorte,SB Inicial,may-21,7.77,6
  Azteca,SB Inicial,jun-21,7.44,7
  Citibanamex,SB Inicial,jun-21,8.09,3
  Coppel,SB Inicial,jun-21,7.88,6
  Inbursa,SB Inicial,jun-21,7.18,8
  Invercap,SB Inicial,jun-21,6.70,10
  PensionISSSTE,SB Inicial,jun-21,7.08,9
  Principal,SB Inicial,jun-21,7.94,4
  Profuturo,SB Inicial,jun-21,9.25,1
  SURA,SB Inicial,jun-21,8.85,2
  XXI-Banorte,SB Inicial,jun-21,7.92,5
  Azteca,SB Inicial,jul-21,7.34,7
  Citibanamex,SB Inicial,jul-21,8.08,3
  Coppel,SB Inicial,jul-21,7.80,6
  Inbursa,SB Inicial,jul-21,7.19,8
  Invercap,SB Inicial,jul-21,6.68,10
  PensionISSSTE,SB Inicial,jul-21,7.04,9
  Principal,SB Inicial,jul-21,7.93,5
  Profuturo,SB Inicial,jul-21,9.23,1
  SURA,SB Inicial,jul-21,8.84,2
  XXI-Banorte,SB Inicial,jul-21,7.95,4
  Azteca,SB Inicial,ago-21,7.21,7
  Citibanamex,SB Inicial,ago-21,7.99,3
  Coppel,SB Inicial,ago-21,7.68,6
  Inbursa,SB Inicial,ago-21,7.20,8
  Invercap,SB Inicial,ago-21,6.57,10
  PensionISSSTE,SB Inicial,ago-21,6.97,9
  Principal,SB Inicial,ago-21,7.85,5
  Profuturo,SB Inicial,ago-21,9.13,1
  SURA,SB Inicial,ago-21,8.76,2
  XXI-Banorte,SB Inicial,ago-21,7.90,4
  Azteca,SB Inicial,sep-21,7.11,8
  Citibanamex,SB Inicial,sep-21,7.97,3
  Coppel,SB Inicial,sep-21,7.58,6
  Inbursa,SB Inicial,sep-21,7.18,7
  Invercap,SB Inicial,sep-21,6.54,10
  PensionISSSTE,SB Inicial,sep-21,6.93,9
  Principal,SB Inicial,sep-21,7.82,5
  Profuturo,SB Inicial,sep-21,9.11,1
  SURA,SB Inicial,sep-21,8.73,2
  XXI-Banorte,SB Inicial,sep-21,7.92,4
  Azteca,SB Inicial,oct-21,7.09,8
  Citibanamex,SB Inicial,oct-21,7.98,3
  Coppel,SB Inicial,oct-21,7.54,6
  Inbursa,SB Inicial,oct-21,7.20,7
  Invercap,SB Inicial,oct-21,6.57,10
  PensionISSSTE,SB Inicial,oct-21,6.95,9
  Principal,SB Inicial,oct-21,7.84,5
  Profuturo,SB Inicial,oct-21,9.14,1
  SURA,SB Inicial,oct-21,8.73,2
  XXI-Banorte,SB Inicial,oct-21,7.96,4
  Azteca,SB Inicial,nov-21,7.16,8
  Citibanamex,SB Inicial,nov-21,8.13,3
  Coppel,SB Inicial,nov-21,7.58,6
  Inbursa,SB Inicial,nov-21,7.21,7
  Invercap,SB Inicial,nov-21,6.72,10
  PensionISSSTE,SB Inicial,nov-21,7.09,9
  Principal,SB Inicial,nov-21,8.01,5
  Profuturo,SB Inicial,nov-21,9.29,1
  SURA,SB Inicial,nov-21,8.85,2
  XXI-Banorte,SB Inicial,nov-21,8.13,4
  Azteca,SB Inicial,dic-21,7.23,8
  Citibanamex,SB Inicial,dic-21,8.28,4
  Coppel,SB Inicial,dic-21,7.59,6
  Inbursa,SB Inicial,dic-21,7.20,9
  Invercap,SB Inicial,dic-21,6.89,10
  PensionISSSTE,SB Inicial,dic-21,7.27,7
  Principal,SB Inicial,dic-21,8.16,5
  Profuturo,SB Inicial,dic-21,9.42,1
  SURA,SB Inicial,dic-21,8.96,2
  XXI-Banorte,SB Inicial,dic-21,8.29,3
  Azteca,SB Final,ene-22,5.77,6
  Citibanamex,SB Final,ene-22,5.82,4
  Coppel,SB Final,ene-22,5.72,7
  Inbursa,SB Final,ene-22,5.79,5
  Invercap,SB Final,ene-22,5.60,9
  PensionISSSTE,SB Final,ene-22,6.05,2
  Principal,SB Final,ene-22,5.71,8
  Profuturo,SB Final,ene-22,5.52,10
  SURA,SB Final,ene-22,6.24,1
  XXI-Banorte,SB Final,ene-22,5.88,3
  Azteca,SB Final,feb-22,5.73,6
  Citibanamex,SB Final,feb-22,5.74,5
  Coppel,SB Final,feb-22,5.70,7
  Inbursa,SB Final,feb-22,5.79,4
  Invercap,SB Final,feb-22,5.57,9
  PensionISSSTE,SB Final,feb-22,6.02,2
  Principal,SB Final,feb-22,5.68,8
  Profuturo,SB Final,feb-22,5.46,10
  SURA,SB Final,feb-22,6.17,1
  XXI-Banorte,SB Final,feb-22,5.83,3
  Azteca,SB Final,mar-22,5.68,6
  Citibanamex,SB Final,mar-22,5.62,7
  Coppel,SB Final,mar-22,5.68,5
  Inbursa,SB Final,mar-22,5.80,3
  Invercap,SB Final,mar-22,5.52,9
  PensionISSSTE,SB Final,mar-22,5.98,2
  Principal,SB Final,mar-22,5.61,8
  Profuturo,SB Final,mar-22,5.37,10
  SURA,SB Final,mar-22,6.04,1
  XXI-Banorte,SB Final,mar-22,5.76,4
  Azteca,SB Final,abr-22,5.64,6
  Citibanamex,SB Final,abr-22,5.52,8
  Coppel,SB Final,abr-22,5.67,5
  Inbursa,SB Final,abr-22,5.78,3
  Invercap,SB Final,abr-22,5.47,9
  PensionISSSTE,SB Final,abr-22,5.93,1
  Principal,SB Final,abr-22,5.54,7
  Profuturo,SB Final,abr-22,5.28,10
  SURA,SB Final,abr-22,5.93,2
  XXI-Banorte,SB Final,abr-22,5.69,4
  Azteca,SB Final,may-22,5.58,6
  Citibanamex,SB Final,may-22,5.37,9
  Coppel,SB Final,may-22,5.63,4
  Inbursa,SB Final,may-22,5.74,3
  Invercap,SB Final,may-22,5.41,8
  PensionISSSTE,SB Final,may-22,5.88,1
  Principal,SB Final,may-22,5.44,7
  Profuturo,SB Final,may-22,5.15,10
  SURA,SB Final,may-22,5.79,2
  XXI-Banorte,SB Final,may-22,5.58,5
  Azteca,SB Final,jun-22,5.51,5
  Citibanamex,SB Final,jun-22,5.19,9
  Coppel,SB Final,jun-22,5.59,4
  Inbursa,SB Final,jun-22,5.70,2
  Invercap,SB Final,jun-22,5.32,7
  PensionISSSTE,SB Final,jun-22,5.80,1
  Principal,SB Final,jun-22,5.30,8
  Profuturo,SB Final,jun-22,4.98,10
  SURA,SB Final,jun-22,5.62,3
  XXI-Banorte,SB Final,jun-22,5.44,6
  Azteca,SB Final,jul-22,5.44,5
  Citibanamex,SB Final,jul-22,5.03,9
  Coppel,SB Final,jul-22,5.56,3
  Inbursa,SB Final,jul-22,5.68,2
  Invercap,SB Final,jul-22,5.25,7
  PensionISSSTE,SB Final,jul-22,5.73,1
  Principal,SB Final,jul-22,5.19,8
  Profuturo,SB Final,jul-22,4.82,10
  SURA,SB Final,jul-22,5.46,4
  XXI-Banorte,SB Final,jul-22,5.32,6
  Azteca,SB Final,ago-22,5.43,4
  Citibanamex,SB Final,ago-22,4.98,9
  Coppel,SB Final,ago-22,5.57,3
  Inbursa,SB Final,ago-22,5.68,2
  Invercap,SB Final,ago-22,5.22,7
  PensionISSSTE,SB Final,ago-22,5.71,1
  Principal,SB Final,ago-22,5.15,8
  Profuturo,SB Final,ago-22,4.75,10
  SURA,SB Final,ago-22,5.40,5
  XXI-Banorte,SB Final,ago-22,5.27,6
  Azteca,SB Final,sep-22,5.39,4
  Citibanamex,SB Final,sep-22,4.88,9
  Coppel,SB Final,sep-22,5.57,3
  Inbursa,SB Final,sep-22,5.66,2
  Invercap,SB Final,sep-22,5.17,7
  PensionISSSTE,SB Final,sep-22,5.66,1
  Principal,SB Final,sep-22,5.07,8
  Profuturo,SB Final,sep-22,4.65,10
  SURA,SB Final,sep-22,5.31,5
  XXI-Banorte,SB Final,sep-22,5.18,6
  Azteca,SB Final,oct-22,5.33,4
  Citibanamex,SB Final,oct-22,4.73,9
  Coppel,SB Final,oct-22,5.55,3
  Inbursa,SB Final,oct-22,5.62,1
  Invercap,SB Final,oct-22,5.11,6
  PensionISSSTE,SB Final,oct-22,5.60,2
  Principal,SB Final,oct-22,4.96,8
  Profuturo,SB Final,oct-22,4.50,10
  SURA,SB Final,oct-22,5.19,5
  XXI-Banorte,SB Final,oct-22,5.06,7
  Azteca,SB Final,nov-22,5.29,4
  Citibanamex,SB Final,nov-22,4.63,9
  Coppel,SB Final,nov-22,5.55,3
  Inbursa,SB Final,nov-22,5.59,1
  Invercap,SB Final,nov-22,5.06,6
  PensionISSSTE,SB Final,nov-22,5.56,2
  Principal,SB Final,nov-22,4.90,8
  Profuturo,SB Final,nov-22,4.42,10
  SURA,SB Final,nov-22,5.13,5
  XXI-Banorte,SB Final,nov-22,4.99,7
  Azteca,SB Final,dic-22,5.29,4
  Citibanamex,SB Final,dic-22,4.64,9
  Coppel,SB Final,dic-22,5.57,2
  Inbursa,SB Final,dic-22,5.60,1
  Invercap,SB Final,dic-22,5.04,6
  PensionISSSTE,SB Final,dic-22,5.55,3
  Principal,SB Final,dic-22,4.91,8
  Profuturo,SB Final,dic-22,4.42,10
  SURA,SB Final,dic-22,5.14,5
  XXI-Banorte,SB Final,dic-22,4.97,7
  Azteca,SB 55-59,ene-22,6.53,5
  Citibanamex,SB 55-59,ene-22,6.20,9
  Coppel,SB 55-59,ene-22,6.21,8
  Inbursa,SB 55-59,ene-22,6.80,3
  Invercap,SB 55-59,ene-22,6.01,10
  PensionISSSTE,SB 55-59,ene-22,7.00,1
  Principal,SB 55-59,ene-22,6.27,7
  Profuturo,SB 55-59,ene-22,6.76,4
  SURA,SB 55-59,ene-22,6.82,2
  XXI-Banorte,SB 55-59,ene-22,6.52,6
  Azteca,SB 55-59,feb-22,6.53,5
  Citibanamex,SB 55-59,feb-22,6.17,9
  Coppel,SB 55-59,feb-22,6.21,8
  Inbursa,SB 55-59,feb-22,6.78,3
  Invercap,SB 55-59,feb-22,5.98,10
  PensionISSSTE,SB 55-59,feb-22,7.03,1
  Principal,SB 55-59,feb-22,6.29,7
  Profuturo,SB 55-59,feb-22,6.72,4
  SURA,SB 55-59,feb-22,6.79,2
  XXI-Banorte,SB 55-59,feb-22,6.52,6
  Azteca,SB 55-59,mar-22,6.49,5
  Citibanamex,SB 55-59,mar-22,6.09,9
  Coppel,SB 55-59,mar-22,6.15,8
  Inbursa,SB 55-59,mar-22,6.77,2
  Invercap,SB 55-59,mar-22,5.91,10
  PensionISSSTE,SB 55-59,mar-22,7.04,1
  Principal,SB 55-59,mar-22,6.27,7
  Profuturo,SB 55-59,mar-22,6.63,4
  SURA,SB 55-59,mar-22,6.67,3
  XXI-Banorte,SB 55-59,mar-22,6.48,6
  Azteca,SB 55-59,abr-22,6.43,5
  Citibanamex,SB 55-59,abr-22,5.99,9
  Coppel,SB 55-59,abr-22,6.07,8
  Inbursa,SB 55-59,abr-22,6.72,2
  Invercap,SB 55-59,abr-22,5.82,10
  PensionISSSTE,SB 55-59,abr-22,7.01,1
  Principal,SB 55-59,abr-22,6.23,7
  Profuturo,SB 55-59,abr-22,6.52,4
  SURA,SB 55-59,abr-22,6.56,3
  XXI-Banorte,SB 55-59,abr-22,6.42,6
  Azteca,SB 55-59,may-22,6.27,5
  Citibanamex,SB 55-59,may-22,5.76,9
  Coppel,SB 55-59,may-22,5.89,8
  Inbursa,SB 55-59,may-22,6.63,2
  Invercap,SB 55-59,may-22,5.66,10
  PensionISSSTE,SB 55-59,may-22,6.87,1
  Principal,SB 55-59,may-22,6.08,7
  Profuturo,SB 55-59,may-22,6.30,4
  SURA,SB 55-59,may-22,6.33,3
  XXI-Banorte,SB 55-59,may-22,6.23,6
  Azteca,SB 55-59,jun-22,6.04,3
  Citibanamex,SB 55-59,jun-22,5.49,9
  Coppel,SB 55-59,jun-22,5.65,8
  Inbursa,SB 55-59,jun-22,6.52,2
  Invercap,SB 55-59,jun-22,5.45,10
  PensionISSSTE,SB 55-59,jun-22,6.67,1
  Principal,SB 55-59,jun-22,5.88,7
  Profuturo,SB 55-59,jun-22,6.04,4
  SURA,SB 55-59,jun-22,6.03,5
  XXI-Banorte,SB 55-59,jun-22,5.98,6
  Azteca,SB 55-59,jul-22,5.83,3
  Citibanamex,SB 55-59,jul-22,5.25,10
  Coppel,SB 55-59,jul-22,5.45,8
  Inbursa,SB 55-59,jul-22,6.45,2
  Invercap,SB 55-59,jul-22,5.25,9
  PensionISSSTE,SB 55-59,jul-22,6.47,1
  Principal,SB 55-59,jul-22,5.68,7
  Profuturo,SB 55-59,jul-22,5.78,4
  SURA,SB 55-59,jul-22,5.75,5
  XXI-Banorte,SB 55-59,jul-22,5.75,6
  Azteca,SB 55-59,ago-22,5.72,3
  Citibanamex,SB 55-59,ago-22,5.14,10
  Coppel,SB 55-59,ago-22,5.33,8
  Inbursa,SB 55-59,ago-22,6.42,1
  Invercap,SB 55-59,ago-22,5.15,9
  PensionISSSTE,SB 55-59,ago-22,6.35,2
  Principal,SB 55-59,ago-22,5.58,7
  Profuturo,SB 55-59,ago-22,5.65,4
  SURA,SB 55-59,ago-22,5.60,6
  XXI-Banorte,SB 55-59,ago-22,5.63,5
  Azteca,SB 55-59,sep-22,5.57,3
  Citibanamex,SB 55-59,sep-22,4.98,10
  Coppel,SB 55-59,sep-22,5.17,8
  Inbursa,SB 55-59,sep-22,6.34,1
  Invercap,SB 55-59,sep-22,5.01,9
  PensionISSSTE,SB 55-59,sep-22,6.18,2
  Principal,SB 55-59,sep-22,5.43,6
  Profuturo,SB 55-59,sep-22,5.47,4
  SURA,SB 55-59,sep-22,5.41,7
  XXI-Banorte,SB 55-59,sep-22,5.46,5
  Azteca,SB 55-59,oct-22,5.37,3
  Citibanamex,SB 55-59,oct-22,4.77,10
  Coppel,SB 55-59,oct-22,4.99,8
  Inbursa,SB 55-59,oct-22,6.25,1
  Invercap,SB 55-59,oct-22,4.85,9
  PensionISSSTE,SB 55-59,oct-22,6.01,2
  Principal,SB 55-59,oct-22,5.25,6
  Profuturo,SB 55-59,oct-22,5.25,5
  SURA,SB 55-59,oct-22,5.19,7
  XXI-Banorte,SB 55-59,oct-22,5.26,4
  Azteca,SB 55-59,nov-22,5.26,3
  Citibanamex,SB 55-59,nov-22,4.63,10
  Coppel,SB 55-59,nov-22,4.90,8
  Inbursa,SB 55-59,nov-22,6.20,1
  Invercap,SB 55-59,nov-22,4.76,9
  PensionISSSTE,SB 55-59,nov-22,5.91,2
  Principal,SB 55-59,nov-22,5.15,4
  Profuturo,SB 55-59,nov-22,5.12,6
  SURA,SB 55-59,nov-22,5.08,7
  XXI-Banorte,SB 55-59,nov-22,5.13,5
  Azteca,SB 55-59,dic-22,5.22,3
  Citibanamex,SB 55-59,dic-22,4.61,10
  Coppel,SB 55-59,dic-22,4.90,8
  Inbursa,SB 55-59,dic-22,6.20,1
  Invercap,SB 55-59,dic-22,4.75,9
  PensionISSSTE,SB 55-59,dic-22,5.86,2
  Principal,SB 55-59,dic-22,5.14,4
  Profuturo,SB 55-59,dic-22,5.09,6
  SURA,SB 55-59,dic-22,5.08,7
  XXI-Banorte,SB 55-59,dic-22,5.09,5
  Azteca,SB 60-64,ene-22,7.02,6
  Citibanamex,SB 60-64,ene-22,6.52,9
  Coppel,SB 60-64,ene-22,6.98,7
  Inbursa,SB 60-64,ene-22,6.63,8
  Invercap,SB 60-64,ene-22,6.07,10
  PensionISSSTE,SB 60-64,ene-22,7.28,4
  Principal,SB 60-64,ene-22,7.23,5
  Profuturo,SB 60-64,ene-22,8.15,1
  SURA,SB 60-64,ene-22,7.84,2
  XXI-Banorte,SB 60-64,ene-22,7.46,3
  Azteca,SB 60-64,feb-22,7.02,6
  Citibanamex,SB 60-64,feb-22,6.50,9
  Coppel,SB 60-64,feb-22,6.97,7
  Inbursa,SB 60-64,feb-22,6.62,8
  Invercap,SB 60-64,feb-22,6.09,10
  PensionISSSTE,SB 60-64,feb-22,7.39,4
  Principal,SB 60-64,feb-22,7.27,5
  Profuturo,SB 60-64,feb-22,8.13,1
  SURA,SB 60-64,feb-22,7.85,2
  XXI-Banorte,SB 60-64,feb-22,7.48,3
  Azteca,SB 60-64,mar-22,6.96,6
  Citibanamex,SB 60-64,mar-22,6.42,9
  Coppel,SB 60-64,mar-22,6.88,7
  Inbursa,SB 60-64,mar-22,6.62,8
  Invercap,SB 60-64,mar-22,6.07,10
  PensionISSSTE,SB 60-64,mar-22,7.46,3
  Principal,SB 60-64,mar-22,7.28,5
  Profuturo,SB 60-64,mar-22,8.04,1
  SURA,SB 60-64,mar-22,7.76,2
  XXI-Banorte,SB 60-64,mar-22,7.41,4
  Azteca,SB 60-64,abr-22,6.86,6
  Citibanamex,SB 60-64,abr-22,6.31,9
  Coppel,SB 60-64,abr-22,6.75,7
  Inbursa,SB 60-64,abr-22,6.59,8
  Invercap,SB 60-64,abr-22,6.02,10
  PensionISSSTE,SB 60-64,abr-22,7.48,3
  Principal,SB 60-64,abr-22,7.25,5
  Profuturo,SB 60-64,abr-22,7.92,1
  SURA,SB 60-64,abr-22,7.66,2
  XXI-Banorte,SB 60-64,abr-22,7.33,4
  Azteca,SB 60-64,may-22,6.59,6
  Citibanamex,SB 60-64,may-22,6.02,9
  Coppel,SB 60-64,may-22,6.48,8
  Inbursa,SB 60-64,may-22,6.51,7
  Invercap,SB 60-64,may-22,5.82,10
  PensionISSSTE,SB 60-64,may-22,7.33,3
  Principal,SB 60-64,may-22,7.03,5
  Profuturo,SB 60-64,may-22,7.64,1
  SURA,SB 60-64,may-22,7.38,2
  XXI-Banorte,SB 60-64,may-22,7.06,4
  Azteca,SB 60-64,jun-22,6.24,7
  Citibanamex,SB 60-64,jun-22,5.66,9
  Coppel,SB 60-64,jun-22,6.16,8
  Inbursa,SB 60-64,jun-22,6.41,6
  Invercap,SB 60-64,jun-22,5.54,10
  PensionISSSTE,SB 60-64,jun-22,7.06,2
  Principal,SB 60-64,jun-22,6.74,4
  Profuturo,SB 60-64,jun-22,7.28,1
  SURA,SB 60-64,jun-22,7.01,3
  XXI-Banorte,SB 60-64,jun-22,6.71,5
  Azteca,SB 60-64,jul-22,5.94,7
  Citibanamex,SB 60-64,jul-22,5.31,9
  Coppel,SB 60-64,jul-22,5.88,8
  Inbursa,SB 60-64,jul-22,6.34,6
  Invercap,SB 60-64,jul-22,5.28,10
  PensionISSSTE,SB 60-64,jul-22,6.77,2
  Principal,SB 60-64,jul-22,6.46,4
  Profuturo,SB 60-64,jul-22,6.94,1
  SURA,SB 60-64,jul-22,6.66,3
  XXI-Banorte,SB 60-64,jul-22,6.38,5
  Azteca,SB 60-64,ago-22,5.75,7
  Citibanamex,SB 60-64,ago-22,5.13,10
  Coppel,SB 60-64,ago-22,5.67,8
  Inbursa,SB 60-64,ago-22,6.30,4
  Invercap,SB 60-64,ago-22,5.13,9
  PensionISSSTE,SB 60-64,ago-22,6.57,2
  Principal,SB 60-64,ago-22,6.29,5
  Profuturo,SB 60-64,ago-22,6.75,1
  SURA,SB 60-64,ago-22,6.47,3
  XXI-Banorte,SB 60-64,ago-22,6.19,6
  Azteca,SB 60-64,sep-22,5.49,7
  Citibanamex,SB 60-64,sep-22,4.88,10
  Coppel,SB 60-64,sep-22,5.43,8
  Inbursa,SB 60-64,sep-22,6.19,4
  Invercap,SB 60-64,sep-22,4.94,9
  PensionISSSTE,SB 60-64,sep-22,6.33,2
  Principal,SB 60-64,sep-22,6.05,5
  Profuturo,SB 60-64,sep-22,6.50,1
  SURA,SB 60-64,sep-22,6.22,3
  XXI-Banorte,SB 60-64,sep-22,5.95,6
  Azteca,SB 60-64,oct-22,5.21,7
  Citibanamex,SB 60-64,oct-22,4.57,10
  Coppel,SB 60-64,oct-22,5.18,8
  Inbursa,SB 60-64,oct-22,6.08,3
  Invercap,SB 60-64,oct-22,4.71,9
  PensionISSSTE,SB 60-64,oct-22,6.10,2
  Principal,SB 60-64,oct-22,5.77,5
  Profuturo,SB 60-64,oct-22,6.20,1
  SURA,SB 60-64,oct-22,5.93,4
  XXI-Banorte,SB 60-64,oct-22,5.65,6
  Azteca,SB 60-64,nov-22,5.04,7
  Citibanamex,SB 60-64,nov-22,4.39,10
  Coppel,SB 60-64,nov-22,5.04,8
  Inbursa,SB 60-64,nov-22,6.02,2
  Invercap,SB 60-64,nov-22,4.59,9
  PensionISSSTE,SB 60-64,nov-22,5.95,3
  Principal,SB 60-64,nov-22,5.61,5
  Profuturo,SB 60-64,nov-22,6.02,1
  SURA,SB 60-64,nov-22,5.78,4
  XXI-Banorte,SB 60-64,nov-22,5.47,6
  Azteca,SB 60-64,dic-22,4.96,8
  Citibanamex,SB 60-64,dic-22,4.31,10
  Coppel,SB 60-64,dic-22,4.97,7
  Inbursa,SB 60-64,dic-22,6.00,1
  Invercap,SB 60-64,dic-22,4.54,9
  PensionISSSTE,SB 60-64,dic-22,5.86,3
  Principal,SB 60-64,dic-22,5.54,5
  Profuturo,SB 60-64,dic-22,5.94,2
  SURA,SB 60-64,dic-22,5.73,4
  XXI-Banorte,SB 60-64,dic-22,5.39,6
  Azteca,SB 65-69,ene-22,6.99,7
  Citibanamex,SB 65-69,ene-22,7.29,6
  Coppel,SB 65-69,ene-22,6.86,8
  Inbursa,SB 65-69,ene-22,6.57,9
  Invercap,SB 65-69,ene-22,6.08,10
  PensionISSSTE,SB 65-69,ene-22,7.30,5
  Principal,SB 65-69,ene-22,7.58,4
  Profuturo,SB 65-69,ene-22,8.10,1
  SURA,SB 65-69,ene-22,7.87,2
  XXI-Banorte,SB 65-69,ene-22,7.66,3
  Azteca,SB 65-69,feb-22,6.98,7
  Citibanamex,SB 65-69,feb-22,7.27,6
  Coppel,SB 65-69,feb-22,6.85,8
  Inbursa,SB 65-69,feb-22,6.56,9
  Invercap,SB 65-69,feb-22,6.11,10
  PensionISSSTE,SB 65-69,feb-22,7.40,5
  Principal,SB 65-69,feb-22,7.61,4
  Profuturo,SB 65-69,feb-22,8.10,1
  SURA,SB 65-69,feb-22,7.87,2
  XXI-Banorte,SB 65-69,feb-22,7.68,3
  Azteca,SB 65-69,mar-22,6.92,7
  Citibanamex,SB 65-69,mar-22,7.20,6
  Coppel,SB 65-69,mar-22,6.75,8
  Inbursa,SB 65-69,mar-22,6.55,9
  Invercap,SB 65-69,mar-22,6.10,10
  PensionISSSTE,SB 65-69,mar-22,7.45,5
  Principal,SB 65-69,mar-22,7.59,4
  Profuturo,SB 65-69,mar-22,8.02,1
  SURA,SB 65-69,mar-22,7.78,2
  XXI-Banorte,SB 65-69,mar-22,7.60,3
  Azteca,SB 65-69,abr-22,6.81,7
  Citibanamex,SB 65-69,abr-22,7.08,6
  Coppel,SB 65-69,abr-22,6.60,8
  Inbursa,SB 65-69,abr-22,6.51,9
  Invercap,SB 65-69,abr-22,6.06,10
  PensionISSSTE,SB 65-69,abr-22,7.46,5
  Principal,SB 65-69,abr-22,7.53,3
  Profuturo,SB 65-69,abr-22,7.91,1
  SURA,SB 65-69,abr-22,7.67,2
  XXI-Banorte,SB 65-69,abr-22,7.51,4
  Azteca,SB 65-69,may-22,6.51,7
  Citibanamex,SB 65-69,may-22,6.74,6
  Coppel,SB 65-69,may-22,6.30,9
  Inbursa,SB 65-69,may-22,6.43,8
  Invercap,SB 65-69,may-22,5.84,10
  PensionISSSTE,SB 65-69,may-22,7.31,3
  Principal,SB 65-69,may-22,7.27,4
  Profuturo,SB 65-69,may-22,7.62,1
  SURA,SB 65-69,may-22,7.38,2
  XXI-Banorte,SB 65-69,may-22,7.21,5
  Azteca,SB 65-69,jun-22,6.14,8
  Citibanamex,SB 65-69,jun-22,6.32,7
  Coppel,SB 65-69,jun-22,5.97,9
  Inbursa,SB 65-69,jun-22,6.33,6
  Invercap,SB 65-69,jun-22,5.54,10
  PensionISSSTE,SB 65-69,jun-22,7.03,2
  Principal,SB 65-69,jun-22,6.92,4
  Profuturo,SB 65-69,jun-22,7.24,1
  SURA,SB 65-69,jun-22,6.99,3
  XXI-Banorte,SB 65-69,jun-22,6.83,5
  Azteca,SB 65-69,jul-22,5.81,8
  Citibanamex,SB 65-69,jul-22,5.91,7
  Coppel,SB 65-69,jul-22,5.67,9
  Inbursa,SB 65-69,jul-22,6.24,6
  Invercap,SB 65-69,jul-22,5.27,10
  PensionISSSTE,SB 65-69,jul-22,6.74,2
  Principal,SB 65-69,jul-22,6.59,4
  Profuturo,SB 65-69,jul-22,6.88,1
  SURA,SB 65-69,jul-22,6.62,3
  XXI-Banorte,SB 65-69,jul-22,6.46,5
  Azteca,SB 65-69,ago-22,5.60,8
  Citibanamex,SB 65-69,ago-22,5.68,7
  Coppel,SB 65-69,ago-22,5.43,9
  Inbursa,SB 65-69,ago-22,6.18,6
  Invercap,SB 65-69,ago-22,5.11,10
  PensionISSSTE,SB 65-69,ago-22,6.55,2
  Principal,SB 65-69,ago-22,6.38,4
  Profuturo,SB 65-69,ago-22,6.67,1
  SURA,SB 65-69,ago-22,6.40,3
  XXI-Banorte,SB 65-69,ago-22,6.25,5
  Azteca,SB 65-69,sep-22,5.32,8
  Citibanamex,SB 65-69,sep-22,5.35,7
  Coppel,SB 65-69,sep-22,5.17,9
  Inbursa,SB 65-69,sep-22,6.08,5
  Invercap,SB 65-69,sep-22,4.89,10
  PensionISSSTE,SB 65-69,sep-22,6.31,2
  Principal,SB 65-69,sep-22,6.11,4
  Profuturo,SB 65-69,sep-22,6.40,1
  SURA,SB 65-69,sep-22,6.12,3
  XXI-Banorte,SB 65-69,sep-22,5.97,6
  Azteca,SB 65-69,oct-22,5.01,7
  Citibanamex,SB 65-69,oct-22,4.99,8
  Coppel,SB 65-69,oct-22,4.89,9
  Inbursa,SB 65-69,oct-22,5.96,3
  Invercap,SB 65-69,oct-22,4.64,10
  PensionISSSTE,SB 65-69,oct-22,6.06,2
  Principal,SB 65-69,oct-22,5.80,4
  Profuturo,SB 65-69,oct-22,6.08,1
  SURA,SB 65-69,oct-22,5.79,5
  XXI-Banorte,SB 65-69,oct-22,5.65,6
  Azteca,SB 65-69,nov-22,4.83,7
  Citibanamex,SB 65-69,nov-22,4.78,8
  Coppel,SB 65-69,nov-22,4.73,9
  Inbursa,SB 65-69,nov-22,5.90,2
  Invercap,SB 65-69,nov-22,4.50,10
  PensionISSSTE,SB 65-69,nov-22,5.92,1
  Principal,SB 65-69,nov-22,5.63,4
  Profuturo,SB 65-69,nov-22,5.89,3
  SURA,SB 65-69,nov-22,5.61,5
  XXI-Banorte,SB 65-69,nov-22,5.47,6
  Azteca,SB 65-69,dic-22,4.75,7
  Citibanamex,SB 65-69,dic-22,4.70,8
  Coppel,SB 65-69,dic-22,4.65,9
  Inbursa,SB 65-69,dic-22,5.88,1
  Invercap,SB 65-69,dic-22,4.46,10
  PensionISSSTE,SB 65-69,dic-22,5.84,2
  Principal,SB 65-69,dic-22,5.55,5
  Profuturo,SB 65-69,dic-22,5.80,3
  SURA,SB 65-69,dic-22,5.55,4
  XXI-Banorte,SB 65-69,dic-22,5.39,6
  Azteca,SB 70-74,ene-22,7.02,8
  Citibanamex,SB 70-74,ene-22,8.14,3
  Coppel,SB 70-74,ene-22,7.12,7
  Inbursa,SB 70-74,ene-22,6.76,9
  Invercap,SB 70-74,ene-22,6.36,10
  PensionISSSTE,SB 70-74,ene-22,7.35,6
  Principal,SB 70-74,ene-22,7.84,5
  Profuturo,SB 70-74,ene-22,8.45,1
  SURA,SB 70-74,ene-22,8.21,2
  XXI-Banorte,SB 70-74,ene-22,7.91,4
  Azteca,SB 70-74,feb-22,7.02,8
  Citibanamex,SB 70-74,feb-22,8.13,3
  Coppel,SB 70-74,feb-22,7.11,7
  Inbursa,SB 70-74,feb-22,6.74,9
  Invercap,SB 70-74,feb-22,6.38,10
  PensionISSSTE,SB 70-74,feb-22,7.46,6
  Principal,SB 70-74,feb-22,7.87,5
  Profuturo,SB 70-74,feb-22,8.46,1
  SURA,SB 70-74,feb-22,8.22,2
